member_id,tier,segment,churn_probability,reason_1,reason_2,reason_3,recommended_action,annual_value_thb
M002420,Bronze,Loyal,0.85607696,visiting 61% less often than their own usual pattern (+18 points of risk),14 visits on record (+14 points of risk),a member for 252 days (+11 points of risk),"Tier-up nudge, personalized bundle",2397.04
M004383,Silver,Hibernating,0.9252262,49 days since last visit (+16 points of risk),13 visits on record (+13 points of risk),a member for 352 days (+11 points of risk),Bounce-back free drink + one-question why-survey,2396.42
M004525,Bronze,Hibernating,0.9489866,50 days since last visit (+15 points of risk),13 visits on record (+12 points of risk),visiting 69% less often than their own usual pattern (+12 points of risk),Bounce-back free drink + one-question why-survey,2390.5099999999998
M003332,Silver,Loyal,0.8359736,typical gap between visits is now 2.0x longer than their own usual pattern (+20 points of risk),a member for 322 days (+13 points of risk),12 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",2390.09
M013212,Bronze,Loyal,0.92542535,typical gap between visits is now 2.6x longer than their own usual pattern (+20 points of risk),a member for 412 days (+15 points of risk),17 visits on record (+12 points of risk),"Tier-up nudge, personalized bundle",2387.9
M011828,Silver,Hibernating,0.9810465,85 days since last visit (+18 points of risk),13 visits on record (+11 points of risk),visits roughly every 11 days (+10 points of risk),Bounce-back free drink + one-question why-survey,2384.2599999999998
M006749,Silver,Loyal,0.822569,visiting 98% less often than their own usual pattern (+16 points of risk),17 visits on record (+11 points of risk),a member for 465 days (+8 points of risk),"Tier-up nudge, personalized bundle",2378.9
M018243,Bronze,Hibernating,0.8805025,62 days since last visit (+18 points of risk),12 visits on record (+12 points of risk),a member for 261 days (+11 points of risk),Bounce-back free drink + one-question why-survey,2378.37
M010257,Silver,Hibernating,0.85858005,38 days since last visit (+13 points of risk),10 visits on record (+12 points of risk),a member for 184 days (+8 points of risk),Bounce-back free drink + one-question why-survey,2378.21
M011528,Bronze,Hibernating,0.9870517,55 days since last visit (+16 points of risk),13 visits on record (+13 points of risk),typical gap between visits is now 2.1x longer than their own usual pattern (+8 points of risk),Bounce-back free drink + one-question why-survey,2377.48
M013642,Bronze,Hibernating,0.9494363,54 days since last visit (+15 points of risk),visiting 61% less often than their own usual pattern (+13 points of risk),12 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,2375.32
M015827,Bronze,Hibernating,0.81758195,11 visits on record (+13 points of risk),visiting 47% less often than their own usual pattern (+10 points of risk),a member for 262 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2374.87
M015327,Silver,Loyal,0.94011295,a member for 281 days (+12 points of risk),visits roughly every 40 days (+10 points of risk),8 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",2374.37
M007656,Silver,Hibernating,0.80494213,12 visits on record (+13 points of risk),41 days since last visit (+11 points of risk),a member for 294 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2374.35
M013085,Bronze,Loyal,0.97889256,typical gap between visits is now 5.6x longer than their own usual pattern (+28 points of risk),14 visits on record (+13 points of risk),a member for 285 days (+8 points of risk),"Tier-up nudge, personalized bundle",2372.41
M016118,Bronze,Loyal,0.8311199,visiting 68% less often than their own usual pattern (+16 points of risk),11 visits on record (+13 points of risk),a member for 284 days (+10 points of risk),"Tier-up nudge, personalized bundle",2371.5299999999997
M007521,Bronze,Loyal,0.8247547,visiting 51% less often than their own usual pattern (+18 points of risk),12 visits on record (+13 points of risk),a member for 214 days (+8 points of risk),"Tier-up nudge, personalized bundle",2364.24
M000909,Silver,Loyal,0.88825977,visiting 95% less often than their own usual pattern (+16 points of risk),a member for 535 days (+14 points of risk),17 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",2363.92
M000283,Bronze,Hibernating,0.8025054,12 visits on record (+15 points of risk),visiting 42% less often than their own usual pattern (+10 points of risk),a member for 423 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2363.26
M006542,Silver,Loyal,0.84802055,visiting 64% less often than their own usual pattern (+16 points of risk),a member for 226 days (+9 points of risk),9 visits on record (+8 points of risk),"Tier-up nudge, personalized bundle",2362.82
M015234,Silver,Hibernating,0.9683783,45 days since last visit (+13 points of risk),11 visits on record (+13 points of risk),visits roughly every 14 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2362.72
M015735,Bronze,Loyal,0.82702106,visiting 84% less often than their own usual pattern (+18 points of risk),14 visits on record (+13 points of risk),a member for 268 days (+11 points of risk),"Tier-up nudge, personalized bundle",2361.92
M014042,Silver,Loyal,0.92563695,14 visits on record (+14 points of risk),visits roughly every 10 days (+11 points of risk),visiting 41% less often than their own usual pattern (+9 points of risk),"Tier-up nudge, personalized bundle",2360.19
M004799,Gold,Loyal,0.79172784,visits roughly every 12 days (+17 points of risk),11 visits on record (+14 points of risk),visiting 32% less often than their own usual pattern (+6 points of risk),"Tier-up nudge, personalized bundle",2360.0
M002499,Bronze,Hibernating,0.91245514,typical gap between visits is now 3.5x longer than their own usual pattern (+14 points of risk),63 days since last visit (+13 points of risk),a member for 383 days (+13 points of risk),Bounce-back free drink + one-question why-survey,2358.88
M007110,Bronze,Hibernating,0.86327606,75 days since last visit (+15 points of risk),visiting 88% less often than their own usual pattern (+12 points of risk),11 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,2358.53
M007828,Bronze,Loyal,0.8456256,visits down 60% in the last 30 days vs. the 30 before (+19 points of risk),visits roughly every 9 days (+12 points of risk),11 visits on record (+9 points of risk),"Tier-up nudge, personalized bundle",2357.09
M014304,Bronze,Hibernating,0.9807931,61 days since last visit (+15 points of risk),14 visits on record (+12 points of risk),visits roughly every 13 days (+11 points of risk),Bounce-back free drink + one-question why-survey,2355.99
M005379,Silver,Hibernating,0.90695333,77 days since last visit (+15 points of risk),visiting 59% less often than their own usual pattern (+13 points of risk),a member for 316 days (+12 points of risk),Bounce-back free drink + one-question why-survey,2354.97
M017525,Silver,Hibernating,0.8540209,a member for 317 days (+14 points of risk),visiting 91% less often than their own usual pattern (+13 points of risk),67 days since last visit (+12 points of risk),Bounce-back free drink + one-question why-survey,2352.81
M002230,Bronze,Loyal,0.8349661,visiting 55% less often than their own usual pattern (+17 points of risk),a member for 290 days (+12 points of risk),12 visits on record (+11 points of risk),"Tier-up nudge, personalized bundle",2352.23
M001474,Gold,Loyal,0.81453305,visits roughly every 13 days (+17 points of risk),10 visits on record (+12 points of risk),visiting 38% less often than their own usual pattern (+11 points of risk),"Tier-up nudge, personalized bundle",2351.81
M018344,Bronze,Hibernating,0.81269395,55 days since last visit (+15 points of risk),11 visits on record (+11 points of risk),a member for 333 days (+11 points of risk),Bounce-back free drink + one-question why-survey,2351.47
M005616,Bronze,Hibernating,0.98031014,69 days since last visit (+20 points of risk),15 visits on record (+11 points of risk),a member for 170 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2351.25
M013882,Bronze,Hibernating,0.93804616,typical gap between visits is now 2.3x longer than their own usual pattern (+18 points of risk),46 days since last visit (+14 points of risk),16 visits on record (+13 points of risk),Bounce-back free drink + one-question why-survey,2350.97
M018297,Silver,Hibernating,0.9474401,visits roughly every 13 days (+15 points of risk),42 days since last visit (+12 points of risk),9 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,2350.62
M019165,Silver,Loyal,0.8489815,typical gap between visits is now 2.1x longer than their own usual pattern (+21 points of risk),a member for 318 days (+12 points of risk),14 visits on record (+12 points of risk),"Tier-up nudge, personalized bundle",2350.52
M004771,Gold,Hibernating,0.9339005,visits roughly every 14 days (+18 points of risk),43 days since last visit (+15 points of risk),11 visits on record (+9 points of risk),Bounce-back free drink + one-question why-survey,2346.96
M019219,Silver,Hibernating,0.9816684,74 days since last visit (+25 points of risk),visits roughly every 13 days (+14 points of risk),a member for 191 days (+7 points of risk),Bounce-back free drink + one-question why-survey,2345.15
M017803,Bronze,Hibernating,0.8265473,62 days since last visit (+16 points of risk),12 visits on record (+12 points of risk),a member for 299 days (+10 points of risk),Bounce-back free drink + one-question why-survey,2345.13
M014107,Bronze,Hibernating,0.9488729,60 days since last visit (+14 points of risk),visiting 57% less often than their own usual pattern (+13 points of risk),12 visits on record (+12 points of risk),Bounce-back free drink + one-question why-survey,2343.04
M006532,Gold,Hibernating,0.8447008,52 days since last visit (+13 points of risk),a member for 358 days (+13 points of risk),visiting 76% less often than their own usual pattern (+12 points of risk),Bounce-back free drink + one-question why-survey,2342.81
M010541,Bronze,Hibernating,0.93679136,50 days since last visit (+16 points of risk),visiting 51% less often than their own usual pattern (+13 points of risk),15 visits on record (+11 points of risk),Bounce-back free drink + one-question why-survey,2337.67
M017569,Silver,Hibernating,0.83623695,58 days since last visit (+20 points of risk),9 visits on record (+10 points of risk),a member for 208 days (+9 points of risk),Bounce-back free drink + one-question why-survey,2335.61
M007617,Bronze,Hibernating,0.80873656,visiting 74% less often than their own usual pattern (+12 points of risk),9 visits on record (+11 points of risk),a member for 310 days (+11 points of risk),Bounce-back free drink + one-question why-survey,2335.58
